ID_client;name;cluster;ID_sector;phone;email;register_date;zipcode;state;city;No;street;visit_day
98101-057;Technologic Store 001;D;110;+001 981 322-8660;Technologic_Store_001@gmail.com.br;2001-01-25;98101;WA; Seattle;70;Dogwood St;1,0
98101-058;Alpha S.A 039;D;110;+001 981 128-2862;Alpha_S.A_039@gmail.com.br;2017-03-09;98101;WA; Seattle;709;Lake St;2,0
98101-059;Essential Corporation 054;D;110;+001 981 974-8558;Essential_Corporation_054@gmail.com.br;2020-12-16;98101;WA; Seattle;712;Elm St;3,0
98101-060;Genius Store 030;C;110;+001 981 210-9099;Genius_Store_030@outlook.com;2009-03-16;98101;WA; Seattle;718;Elm St;4,0
98101-061;Father And Sons Tech 072;A;110;+001 981 582-1713;Father_And_Sons_Tech_072@outlook.com;2008-07-11;98101;WA; Seattle;724;Hickory St;5,0
98101-062;Father And Sons Electronics 052;C;110;+001 981 699-2491;Father_And_Sons_Electronics_052@outlook.com;2010-07-18;98101;WA; Seattle;729;7th St;6,0
98101-063;Father And Sons Corporation 068;D;110;+001 981 145-6065;Father_And_Sons_Corporation_068@gmail.com.br;2013-09-04;98101;WA; Seattle;730;10th St;7,0
98101-064;Father And Sons S.A 098;D;110;+001 981 291-9872;Father_And_Sons_S.A_098@outlook.com;2014-05-17;98101;WA; Seattle;732;Sunset St;1,0
98101-065;Technologic Inc. 052;C;110;+001 981 329-2514;Technologic_Inc._052@outlook.com;2019-07-03;98101;WA; Seattle;733;Chestnut St;2,0
98101-066;Father And Sons World 056;D;110;+001 981 870-9816;Father_And_Sons_World_056@outlook.com;2000-09-13;98101;WA; Seattle;737;Dogwood St;3,0
98101-067;Genius Techno 060;B;110;+001 981 297-4441;Genius_Techno_060@outlook.com;2012-09-29;98101;WA; Seattle;747;Cedar St;4,0
98101-068;Genius World 037;C;110;+001 981 140-1787;Genius_World_037@outlook.com;2019-03-25;98101;WA; Seattle;748;12th St;5,0
98101-069;Digital Company 008;C;110;+001 981 541-2535;Digital_Company_008@outlook.com;2020-12-15;98101;WA; Seattle;762;Sunset St;6,0
98101-070;High Tech Electronics 004;D;110;+001 981 763-2301;High_Tech_Electronics_004@gmail.com.br;2017-03-25;98101;WA; Seattle;770;Spruce St;7,0
98101-071;Digital Electronics 036;C;110;+001 981 856-5398;Digital_Electronics_036@outlook.com;2018-03-17;98101;WA; Seattle;774;12th St;1,0
98101-072;Computer Electronics 084;D;110;+001 981 925-6371;Computer_Electronics_084@gmail.com.br;2017-12-24;98101;WA; Seattle;778;Chestnut St;2,0
98101-073;Digital Corporation 025;D;110;+001 981 814-7468;Digital_Corporation_025@gmail.com.br;2000-07-28;98101;WA; Seattle;786;Hickory St;3,0
98101-074;Beta S.A 086;D;110;+001 981 457-2885;Beta_S.A_086@gmail.com.br;2004-04-29;98101;WA; Seattle;787;Forest St;4,0
98101-075;Computer Electronics 051;D;110;+001 981 650-9881;Computer_Electronics_051@outlook.com;2003-09-06;98101;WA; Seattle;79;South St;5,0
98101-076;Digital Tech 028;A;110;+001 981 856-3766;Digital_Tech_028@outlook.com;2009-12-17;98101;WA; Seattle;790;Church St;6,0
98101-077;Computer Company 030;D;110;+001 981 689-1204;Computer_Company_030@outlook.com;2010-01-18;98101;WA; Seattle;794;Dogwood St;7,0
98101-078;Alpha Electronics 073;D;110;+001 981 802-5798;Alpha_Electronics_073@outlook.com;2020-02-29;98101;WA; Seattle;802;Maple St;1,0
98101-079;Computer S.A 026;B;110;+001 981 806-6488;Computer_S.A_026@outlook.com;2007-05-12;98101;WA; Seattle;812;South St;2,0
98101-080;Father And Sons S.A 009;D;110;+001 981 539-9644;Father_And_Sons_S.A_009@outlook.com;2017-06-11;98101;WA; Seattle;816;6th St;3,0
98101-081;Computer Company 099;D;110;+001 981 669-7675;Computer_Company_099@outlook.com;2002-02-21;98101;WA; Seattle;823;Johnson St;4,0
98101-082;Father And Sons Tech 080;B;110;+001 981 284-7197;Father_And_Sons_Tech_080@outlook.com;2012-11-01;98101;WA; Seattle;825;Madison St;5,0
98101-083;Alpha Corporation 039;D;110;+001 981 718-3660;Alpha_Corporation_039@outlook.com;2017-06-04;98101;WA; Seattle;872;Jefferson St;6,0
98101-084;High Tech World 047;B;110;+001 981 241-2220;High_Tech_World_047@outlook.com;2010-07-20;98101;WA; Seattle;881;Meadow St;7,0
98101-085;Digital Inc. 054;C;110;+001 981 330-9379;Digital_Inc._054@outlook.com;2015-02-02;98101;WA; Seattle;888;Highland St;1,0
98101-086;Genius Inc. 075;C;110;+001 981 957-8503;Genius_Inc._075@gmail.com.br;2000-06-04;98101;WA; Seattle;894;7th St;2,0
98101-087;Essential Techno 040;D;110;+001 981 269-5333;Essential_Techno_040@outlook.com;2003-12-23;98101;WA; Seattle;90;9th St;3,0
98101-088;Essential Store 006;D;110;+001 981 475-1072;Essential_Store_006@outlook.com;2010-01-27;98101;WA; Seattle;915;Pine St;4,0
98101-089;Beta Techno 089;D;110;+001 981 748-8710;Beta_Techno_089@outlook.com;2014-09-06;98101;WA; Seattle;917;12th St;5,0
98101-090;Computer Corporation 005;D;110;+001 981 631-9789;Computer_Corporation_005@outlook.com;2017-10-24;98101;WA; Seattle;92;Willow St;6,0
98101-091;Essential Techno 096;B;110;+001 981 632-2966;Essential_Techno_096@outlook.com;2013-06-27;98101;WA; Seattle;933;Spruce St;7,0
98101-092;Digital Tech 032;C;110;+001 981 759-5711;Digital_Tech_032@outlook.com;2018-02-19;98101;WA; Seattle;954;Washington St;1,0
98101-093;Technologic Store 055;C;110;+001 981 880-7453;Technologic_Store_055@outlook.com;2004-08-09;98101;WA; Seattle;961;11th St;2,0
98101-094;Computer Company 036;A;110;+001 981 598-2831;Computer_Company_036@gmail.com.br;2018-09-30;98101;WA; Seattle;964;9th St;3,0
98101-095;Technologic Solutions 098;D;110;+001 981 835-5141;Technologic_Solutions_098@gmail.com.br;2010-05-02;98101;WA; Seattle;971;South St;4,0
98101-096;Digital Inc. 005;C;110;+001 981 984-8108;Digital_Inc._005@gmail.com.br;2001-01-20;98101;WA; Seattle;974;Sunset St;5,0
98101-097;Essential Electronics 021;D;110;+001 981 412-1157;Essential_Electronics_021@gmail.com.br;2013-07-04;98101;WA; Seattle;980;Walnut St;6,0
98101-098;High Tech Electronics 037;D;110;+001 981 685-3641;High_Tech_Electronics_037@outlook.com;2009-07-01;98101;WA; Seattle;981;Walnut St;7,0
98101-099;Alpha Techno 096;B;110;+001 981 755-2207;Alpha_Techno_096@outlook.com;2017-05-04;98101;WA; Seattle;990;Hill St;1,0
98101-100;Beta World 044;C;110;+001 981 623-1087;Beta_World_044@outlook.com;2014-05-11;98101;WA; Seattle;999;Madison St;2,0
